Id,ISBN,Bookshelf,Tags,Wishlist,Started,Ended,Pages_Read,Read,Rating,Review,Short_note,Advanced_note,Quotes,Title,Subtitle,Language,Categories,Authors,Illustrators,Translators,Editors,Narrators,Photographers,Publisher,Pages,Published_At,Format,Series,Volume,Purchase_From,Purchase_Price,Purchase_Date,Description,Date_added
4437372,9781648279188,Chinese Novels,Tian Guan Ci Fu,0,,,544,1,3,,,,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 2,,en,"Sci-Fi & Fantasy,Historical,Romance",Mo Xiang Tong Xiu,,,,,,Seven Seas,544,2022-02-15,paperback,Heaven Official's Blessing: Tian Guan Ci Fu (Novel),2,Amazon,14.03,2022-02-18,"Xie Lian has confirmed that the bewitching youth San Lang is actually Hua Cheng, one of the Four Calamities and a supreme ghost despised by all heavenly officials. Still, he has trouble matching the terror of his companion’s reputation with the charming, clever, and protective young man he’s come to know.
 
When a distress signal leads Xie Lian into Ghost City, a bustling metropolis containing all the horrors and delights of the dead, he sees Hua Cheng in his element—and his true form—for the first time. But despite their chemistry and care for one another, there are missions to fulfill and secrets to uncover, and Xie Lian’s centuries of troubled history are never far behind.",2022-02-18
5468580,9781648279218,Chinese Novels,SVSSS (Ren Zha Fanpai Zijiu Xitong),0,,,400,1,2.5,,,,,The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel) Vol. 1,,en,"Sci-Fi & Fantasy,Historical,Romance",Mo Xiang Tong Xiu,,,,,,Seven Seas,400,2021-12-14,paperback,The Scum Villain's Self-Saving System: Ren Zha Fanpai Zijiu Xitong (Novel),1,,,,"Half-demon Luo Binghe rose from humble beginnings and a tortured past to become unrivaled in strength and beauty. With his harem of over three hundred wives, and dominion over both the human and demonic realms, he is truly the most powerful protagonist—in a trashy web novel series!

At least, that’s what Shen Yuan, online alias “Peerless Cucumber,” believes as he finishes reading the final chapter in Proud Immortal Demon Way. But when a combination of rage and a poor meal choice leads to his death, Shen Yuan finds himself reborn into the world of the web novel, in the body of Shen Qingqiu—the beautiful but cruel teacher to a young Luo Binghe. Although as Shen Qingqiu, he now has incredible power and abilities as a cultivator, he’s destined to be horrifically punished for crimes against the protagonist, so this new Shen Qingqiu has only one course of action: get into Luo Binghe’s good graces before the young man’s rise to power. That’s the only way he’ll escape the awful fate of a true scum villain!
",2021-12-12
5468584,9781648279171,Chinese Novels,Tian Guan Ci Fu,0,,,544,1,3,,,,,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 1,,en,"Sci-Fi & Fantasy,Historical,Romance",Mo Xiang Tong Xiu,,,,,,Seven Seas,544,2021-12-14,paperback,Heaven Official's Blessing: Tian Guan Ci Fu (Novel),1,,,,"Born the crown prince of a prosperous kingdom, Xie Lian was renowned for his beauty, strength, and purity. His years of dedication and noble deeds allowed him to ascend to godhood. But those who rise, can also fall…and fall he does, cast from the Heavens again and again and banished to the mortal realm.

Eight hundred years after his mortal life, Xie Lian has ascended to godhood for the third time. Now only a lowly scrap collector, he is dispatched to wander the earthly realm to take on tasks appointed by the heavens to pay back debts and maintain his divinity. Aided by old friends and foes alike, and graced with the company of a mysterious young man with whom he feels an instant connection, Xie Lian must confront the horrors of his past in order to dispel the curse of his present.
",2021-12-10
4346372,9781648279195,Chinese Novels,Mo Dao Zu Shi,0,,,504,1,5,,,,,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel) Vol. 1,,en,"Sci-Fi & Fantasy,Historical,Romance",Mo Xiang Tong Xiu,,,,,,Seven Seas,504,2021-12-14,paperback,Grandmaster of Demonic Cultivation: Mo Dao Zu Shi (Novel),1,,,,"Also known as MDZS, the blockbuster novel from China that inspired comics, animation, and the live-action series The Untamed! This historical fantasy tale of two powerful people who find each other through life and death is now in English, for the very first time!


Wei Wuxian was once one of the most powerful men of his generation, a talented and clever young cultivator who harnessed martial arts and spirituality into powerful abilities. But when the horrors of war led him to seek more power through demonic cultivation, the world’s respect for his abilities turned to fear, and his death was celebrated throughout the land.

Years later, he awakens in the body of an aggrieved young man who sacrifices his soul so that Wei Wuxian can exact revenge on his behalf. Though granted a second life, Wei Wuxian is not free from his first, nor the mysteries that appear before him now. Yet this time, he’ll face it all with the righteous and esteemed Lan Wangji at his side, another powerful cultivator whose unwavering dedication and shared memories of their past will help shine a light on the dark truths that surround them.

",2021-11-27
295391,9783257237276,Deutsche Bücher,Contemporary,0,,,173,1,3,,,,,Der Alchimist,in einem Band,de,,Paulo Coelho,,Cordula Svoboda Herzog,,,,Diogenes,173,2008-01-01,paperback,,,,,,"Wie der Bestseller Die Möwe Jonathan präsentiert Der Alchimist eine schlichte, auf einfachen Wahrheiten beruhende Fabel, gibt ihr aber einen höchst ungewöhnlichen Rahmen. Und obwohl wir hier das Rezept für einen Bestseller wittern mögen -- ein neues ist es sicherlich nicht. Schon die Geschichtenerzähler in den alten Stammeskulturen wußten, daß dies der beste Weg war, ein Publikum erfolgreich zu unterhalten, während man gleichzeitig die eine oder andere Lehre mit einfließen ließ. Der brasilianische Geschichtenerzähler Paulo Coelho macht uns mit Santiago bekannt, einem andalusischen Hirtenjungen, der eines Nachts von einem fernen Schatz in den ägyptischen Pyramiden träumt. Und so macht sich Santiago auf den Weg: er verläßt Spanien, um buchstäblich seinem Traum zu folgen.

 Unterwegs trifft er auf viele spirituelle Boten, die in bescheidenen Formen auftreten -- zum Beispiel als Kameltreiber oder als belesener Engländer. In einem der Bücher des Engländers erfährt Santiago zum ersten Mal von den Alchimisten -- Männern, die glaubten, daß, wenn man ein Metall jahrelang erhitzt, es sich von all seinen individuellen Eigenschaften befreien würde, und daß das, was übrigbliebe, die ""Seele der Welt"" sei. Natürlich trifft er irgendwann tatsächlich auf einen Alchimisten, und die daraus entstehende Lehrer-Schüler-Beziehung rückt das irrige Weltbild des Jungen zurecht, während sie ihn gleichzeitig dazu ermutigt, seinen Träumen treu zu bleiben. ""Mein Herz fürchtet sich davor, zu leiden"", ve...",2021-12-18
8446128,9780241567821,English Books,Historical,0,,,0,0,,,,,,In Memoriam,,en,"Historical Fiction,War Story Fiction,LGBTQ+ Political & Social Issues",Alice Winn,,,,,,Viking,400,2023-03-09,hardcover,,,Amazon,14,2023-10-10,"A gripping, heart-shattering love story between two soldiers in the First World War - available for pre-order now

It's 1914, and talk of war feels far away to Henry Gaunt, Sidney Ellwood and the rest of their classmates, safely ensconced in their idyllic boarding school in the English countryside. At seventeen, they're too young to enlist, and anyway, Gaunt is fighting his own private battle - an all-consuming infatuation with his best friend, the dreamy, poetic Ellwood - not having a clue that Ellwood is in love with him, always has been. When Gaunt's German mother asks him to enlist as an officer in the British army to protect the family from anti-German attacks, Gaunt signs up immediately, relieved to escape his overwhelming feelings for Ellwood.

The front is horrific, of course, and though Gaunt tries to dissuade Ellwood from joining him on the battlefield, Ellwood soon rushes to join him, spurred on by his love of Greek heroes and romantic poetry. Before long, their classmates have followed suit. Once in the trenches, Ellwood and Gaunt find fleeting moments of solace in one another, but their friends are all dying, right in front of them, and at any moment they could be next.

An epic tale of both the devastating tragedies of war and the forbidden romance that blooms in its grip, In Memoriam is a breathtaking debut.",2023-10-10
1818562,9780062963642,English Books,Thriller,0,,,0,0,,,,,,These Violent Delights,A Novel,en,"FICTION/Psychological,FICTION/Coming of Age,FICTION/Gay",Micah Nemerever,,,,,,Harper Perennial,480,2021-09-01,paperback,,,Amazon,13.67,2023-09-28,"A Literary Hub Best Book of the Year•A Crime Reads Best Debut of the Year •



A Newsweek Best Fall Book• A Philadelphia Inquirer Best Fall Book•An O Magazine.com LGBTQ Book That Is Changing the Literary Landscape• An Electric Lit Most Anticipated Debut of the Year •AThe MillionsMost Anticipated Book of the Year•A Paperback Paris Best New LGBTQ+ Books To Read This Year Selection

The Secret History meets Lie with Me in Micah Nemerever's compulsively readable debut novel—a feverishly taut Hitchcockian story about two college students, each with his own troubled past, whose escalating obsession with one another leads to an act of unspeakable violence.



When Paul enters university in early 1970s Pittsburgh, it’s with the hope of moving past the recent death of his father. Sensitive, insecure, and incomprehensible to his grieving family, Paul feels isolated and alone. When he meets the worldly Julian in his freshman ethics class, Paul is immediately drawn to his classmate’s effortless charm.

Paul sees Julian as his sole intellectual equal—an ally against the conventional world he finds so suffocating. Paul will stop at nothing to prove himself worthy of their friendship, because with Julian life is more invigorating than Paul could ever have imagined. But as charismatic as he can choose to be, Julian is also volatile and capriciously cruel, and Paul becomes increasingly afraid that he can never live up to what Julian expects of him.

As their friendship spirals into all-con...",2023-09-28
9368804,9781398707269,English Books,Contemporary,0,,,0,0,,,,,,"The Daughters of Madurai: The heart-wrenching, thought-provoking book club debut of 2023",,en,,Rajasree Variyar,,,,,,"Orion 2023-04-27, London",,2023-04-27,,,,Amazon,15.51,2023-09-01,"The Daughters of Madurai is both a heartrending family story and a page-turning mystery about the secrets we must keep to protect those we love.
Madurai, 1992. A young mother in a poor family, Janani is told she is useless if she can’t produce a son—or worse, if she bears daughters. They let her keep her first baby girl, but the rest are taken away as soon as they are born and murdered. But Janani can’t forget the daughters she was never allowed to love.
Sydney, 2019. Nila has a secret; one she’s been keeping from her parents for too long. Before she can say anything, her grandfather in India falls ill and she agrees to join her parents on a trip to Madurai. Nila knows very little about where her family came from or who they left behind. What she’s about to learn will change her forever. While The Daughters of Madurai explores the harrowing issue of female infanticide, it’s also a universal story about the bond between mothers and daughters, the strength of women, and the power of love in overcoming all obstacles.",2023-08-25
796618,9781529110685,English Books,,0,2022-12-16,2022-12-19,256,1,3,,,,,On Earth We're Briefly Gorgeous,A Novel,en,Contemporary Fiction,Ocean Vuong,,,,,,Vintage Publishing,256,2020-05-19,paperback,,,Bider und Tanner,17.5,2022-12-15,"Poet Ocean Vuong's debut novel is a shattering portrait of a family, a first love, and the redemptive power of storytelling.

On Earth We're Briefly Gorgeous is a letter from a son to a mother who cannot read. Written when the speaker, Little Dog, is in his late twenties, the letter unearths a family's history that began before he was born — a history whose epicenter is rooted in Vietnam — and serves as a doorway into parts of his life his mother has never known, all of it leading to an unforgettable revelation. At once a witness to the fraught yet undeniable love between a single mother and her son, it is also a brutally honest exploration of race, class, and masculinity. Asking questions central to our American moment, immersed as we are in addiction, violence, and trauma, but undergirded by compassion and tenderness, On Earth We're Briefly Gorgeous is as much about the power of telling one's own story as it is about the obliterating silence of not being heard.

With stunning urgency and grace, Ocean Vuong writes of people caught between disparate worlds, and asks how we heal and rescue one another without forsaking who we are. The question of how to survive, and how to make of it a kind of joy, powers the most important debut novel of many years.",2022-12-15
3990560,9781409185901,English Books," ✌🐝 🟥,Crime/ Mystry Novels",0,,,0,0,,,,,,"The Devil's Advocate (Eddie Flynn, #6)",,en,"Crime,Vintage Crime,Thrillers",Steve Cavanagh,,,,,,Orion Books,416,2022-01-06,paperback,,,Bider &Tanner,18.9,2022-02-26,"A deadly prosecutor

They call him the King of Death Row. Randal Korn has sent more men to their deaths than any district attorney in the history of the United States.

A twisted ritualistic killing

When a young woman, Skylar Edwards, is found murdered in Buckstown, Alabama, a corrupt sheriff arrests the last person to see her alive, Andy Dubois. It doesn't seem to matter to anyone that Andy is innocent.

A small town boiling with rage

Everyone in Buckstown believes Andy is guilty. He has no hope of a fair trial. And the local defense attorney assigned to represent him has disappeared.

A former con-artist

Hot shot New York lawyer Eddie Flynn travels south to fight fire with fire. He plans to destroy the prosecutors case, find the real killer and save Andy from the electric chair.

But the murders are just beginning.

Is Eddie Flynn next?",2022-02-26
3371508,9781529080896,English Books,"Crime/ Mystry Novels, ✌🐝 🟥",0,,,0,0,,,,,,"A Marvellous Light (The Last Binding, #1)",,en,"Fantasy,Historical Romance,Historical Fiction",Freya Marske,,,,,,Tor UK,384,2021-10-26,paperback,,,Orell füssli,18,2022-02-17,"Red White & Royal Blue meets Jonathan Strange and Mr. Norrell in debut author Freya Marske’s A Marvellous Light, featuring an Edwardian England full of magic, contracts, and conspiracies.

Robin Blyth has more than enough bother in his life. He’s struggling to be a good older brother, a responsible employer, and the harried baronet of a seat gutted by his late parents’ excesses. When an administrative mistake sees him named the civil service liaison to a hidden magical society, he discovers what’s been operating beneath the unextraordinary reality he’s always known.

Now Robin must contend with the beauty and danger of magic, an excruciating deadly curse, and the alarming visions of the future that come with it—not to mention Edwin Courcey, his cold and prickly counterpart in the magical bureaucracy, who clearly wishes Robin were anyone and anywhere else.

Robin’s predecessor has disappeared, and the mystery of what happened to him reveals unsettling truths about the very oldest stories they’ve been told about the land they live on and what binds it. Thrown together and facing unexpected dangers, Robin and Edwin discover a plot that threatens every magician in the British Isles—and a secret that more than one person has already died to keep.",2022-02-17
3824391,9780753453797,English Books,Literary Classics,0,,,263,1,3.5,,,,,Black Beauty,,en,"Classics,Adventure,Animal Stories",Anna Sewell,Ian Andrew,,,,,Kingfisher,263,2001-09-15,hardcover,,,,,,"Whether he's working as a carriage horse on a grand country estate, or being ridden through the night on a lifesaving mission, Black Beauty's loyalty and sweet nature never fail. First published in 1877, Black Beauty has captured the hearts of readers for more than a century.",2021-12-27
2013481,9781474613903,English Books," ✌🐝 🟥,Contemporary",0,,,0,0,,,,,,Small Pleasures,,en,"Contemporary Fiction,Thrillers,Romance",Clare Chambers,,,,,,Orion Publishing Co,368,2021-05-13,paperback,,,,,,"1957, south-east suburbs of London.
Jean Swinney is a feature writer on a local paper, disappointed in love and - on the brink of forty - living a limited existence with her truculent mother.

When a young Swiss woman, Gretchen Tilbury, contacts the paper to claim that her daughter is the result of a virgin birth, it is down to Jean to discover whether she is a miracle or a fraud.

But the more she investigates, the more her life becomes strangely (and not unpleasantly) intertwined with that of the Tilburys: Gretchen herself, her husband Howard - with his dry wit and gentle disposition - and her charming daughter Margaret.

But they are the subject of the story Jean is researching for the newspaper, a story that increasingly seems to be causing dark ripples across all their lives. And yet Jean cannot bring herself to discard the chance of finally having a taste of happiness.

But there will be a price to pay - and it will be unbearable.",2021-12-23
2758769,9781472205353,English Books,Contemporary,0,,,0,0,,,,,,Take Nothing With You,,en,"Fiction,Contemporary Fiction",Patrick Gale,,,,,,Tinder Press,368,2019-04-04,paperback,,,,,,"From the bestselling author of A PLACE CALLED WINTER comes a new novel of boyhood, coming of age, and the confusions of desire and reality. For all readers of Ian McEwan's ATONEMENT or L P Hartley's THE GO-BETWEEN.

1970s Weston-Super-Mare and ten-year-old oddball Eustace, an only child, has life transformed by his mother's quixotic decision to sign him up for cello lessons. Music-making brings release for a boy who is discovering he is an emotional volcano. He laps up lessons from his young teacher, not noticing how her brand of glamour is casting a damaging spell over his frustrated and controlling mother.

When he is enrolled in holiday courses in the Scottish borders, lessons in love, rejection and humility are added to daily practice.

Drawing in part on his own boyhood, Patrick Gale's new novel explores a collision between childish hero worship and extremely messy adult love lives.",2021-12-23
381319,9780099555254,English Books,"Contemporary, ✌🐝 🟥",0,,,0,0,,,,,,My Policeman,,en,Fiction,Bethan Roberts,,,,,,Vintage Books,352,2012-09-10,paperback,,,,,,"It is in 1950s' Brighton that Marion first catches sight of Tom. He teaches her to swim in the shadow of the pier and Marion is smitten - determined her love will be enough for them both.A few years later in Brighton Museum Patrick meets Tom. Patrick is besotted with Tom and opens his eyes to a glamorous, sophisticated new world. 

Tom is their policeman, and in this age it is safer for him to marry Marion. The two lovers must share him, until one of them breaks and three lives are destroyed.",2021-12-23
96241,9781473202863,English Books," ✌🐝 🟥,Fantasy (Not Series)",0,,,0,0,,,,,,"The Unreal and the Real Volume 2: Outer Space, Inner Lands",The Unreal And The Real Volume 2: Selected Stories Of Ursula K. Le Guin: Outer Space & Inner Lands,en,"Science Fiction,Fantasy,Short Stories",Ursula K. LeGuin,,,,,,Orion Publishing Co,338,2001-01-01,paperback,,,,,,"THE UNREAL AND THE REAL is a two-volume collection of stories, selected by Ursula Le Guin herself, and spans the spectrum of fiction from realism through magical realism, satire, science fiction, surrealism and fantasy.

Volume Two, OUTER SPACE, INNER LANDS, showcases Le Guin's acclaimed stories of the fantastic, originally appearing in publications as varied as AMAZING STORIES, PLAYBOY, the NEW YORKER and OMNI, and contains 20 stories, including modern classics such as the HUGO AWARD-winning 'The Ones Who Walk Away From Omelas', NEBULA-nominee 'Nine Lives'; JAMES TIPTREE, JR MEMORIAL AWARD-winner (and HUGO and NEBULA-nominee) 'The Matter of Seggri'; NEBULA AWARD-winner 'Solitude'; and the secret history 'Sur', which was nominated for the HUGO AWARD and included in THE BEST AMERICAN SHORT STORIES.",2021-12-23
3784687,9781471194504,English Books,"Crime/ Mystry Novels, ✌🐝 🟥",0,,,0,0,,,,,,Red Pill,,en,"Contemporary Fiction,Crime,Thrillers",Hari Kunzru,,,,,,Scribner,304,2021-08-05,paperback,,,,,,"After receiving a prestigious writing fellowship in Germany, the narrator of Red Pill arrives in the Berlin suburb of Wannsee and struggles to accomplish anything at all. Instead of working on the book he has proposed to write, he takes long walks and binge-watches ""Blue Lives""--a violent cop show that becomes weirdly compelling in its bleak, Darwinian view of life--and soon begins to wonder if his writing has any value at all.

Wannsee is a place full of ghosts: across the lake the narrator can see the villa where the Nazis planned the Final Solution, and in his walks he passes the grave of the Romantic writer Heinrich von Kleist, who killed himself after deciding that ""no happiness was possible here on earth."" When some friends drag him to a party where he meets Anton, the creator of ""Blue Lives,"" the narrator begins to believe that the two of them are involved in a cosmic battle, and that Anton is ""red-pilling"" his viewers--turning them towards an ugly, alt-rightish worldview--ultimately forcing the narrator to wonder if he is losing his mind.",2021-12-23
3195870,9781838950101,English Books,"Contemporary, ✌🐝 🟥",0,,,0,0,,,,,,Memorial,,en,"Contemporary Fiction,Romance,Adult & Contemporary Romance",Bryan Washington,,,,,,Atlantic Books,320,2021-10-07,paperback,,,,,,"A funny, sexy, profound dramedy about two young people at a crossroads in their relationship and the limits of love.

Benson and Mike are two young guys who live together in Houston. Mike is a Japanese American chef at a Mexican restaurant and Benson's a Black day care teacher, and they've been together for a few years -- good years -- but now they're not sure why they're still a couple. There's the sex, sure, and the meals Mike cooks for Benson, and, well, they love each other. 

But when Mike finds out his estranged father is dying in Osaka just as his acerbic Japanese mother, Mitsuko, arrives in Texas for a visit, Mike picks up and flies across the world to say goodbye. In Japan he undergoes an extraordinary transformation, discovering the truth about his family and his past. Back home, Mitsuko and Benson are stuck living together as unconventional roommates, an absurd domestic situation that ends up meaning more to each of them than they ever could have predicted. Without Mike's immediate pull, Benson begins to push outwards, realizing he might just know what he wants out of life and have the goods to get it.

Both men will change in ways that will either make them stronger together, or fracture everything they've ever known. And just maybe they'll all be okay in the end. Memorial is a funny and profound story about family in all its strange forms, joyful and hard-won vulnerability, becoming who you're supposed to be, and the limits of love.",2021-12-23
197608,9780008272128,English Books,Fantasy (Not Series),0,,,400,1,3,,,,,The Binding,The Binding,en,Contemporary Fiction,Bridget Collins,,,,,,HarperCollins Publishers,400,2019-01-01,paperback,,,,,,"Imagine you could erase your grief.
Imagine you could forget your pain.
Imagine you could hide a secret.
Forever. 

Emmett Farmer is working in the fields when a letter arrives summoning him to begin an apprenticeship. He will work for a Bookbinder, a vocation that arouses fear, superstition and prejudice - but one neither he nor his parents can afford to refuse.

He will learn to hand-craft beautiful volumes, and within each he will capture something unique and extraordinary: a memory. If there's something you want to forget, he can assist. Your past will be stored safely in a book, and you will never remember your secret, however terrible.

In a vault under under his mentor's workshop, row upon row of books - and memories - are meticulously stored and recorded.

Then one day Emmett makes an astonishing discovery: one of them has his name on it.

The Binding an unforgettable, magical novel: a boundary-defying love story and a unique literary event.",2021-12-19
25301,9781784874872,English Books,Contemporary,0,,,320,1,2,,,,,The Handmaid's Tale,,en,"Contemporary Fiction,Classics",Margaret Atwood,,,,,,Vintage Books,320,2018-04-01,paperback,,,,,,"Librarian note: An older cover edition for this ISBN can be found here.

The Republic of Gilead offers Offred only one option: to breed. If she deviates, she will, like all dissenters, be hanged at the wall or sent out to die slowly of radiation sickness. But even a repressive state cannot obliterate desire – neither Offred’s nor that of the two men on whom her future hangs.

Brilliantly conceived and executed, this powerful evocation of twenty-first century America gives full rein to Margaret Atwood’s devastating irony, wit and astute perception.",2021-12-18
3738895,9781408821985,English Books,Literary Classics,0,,,368,1,4,,,,,The Song of Achilles,,en,"Myth & Legend Told As Fiction,Historical Fiction,English Language: Reading & Writing Skills",Madeline Miller,,,,,,Bloomsbury Publishing,368,2020-04-01,paperback,,,,,,"Greece in the age of heroes. Patroclus, an awkward young prince, has been exiled to the court of King Peleus and his perfect son Achilles. Despite their differences, Achilles befriends the shamed prince, and as they grow into young men skilled in the arts of war and medicine, their bond blossoms into something deeper - despite the displeasure of Achilles's mother Thetis, a cruel sea goddess. But when word comes that Helen of Sparta has been kidnapped, Achilles must go to war in distant Troy and fulfill his destiny. Torn between love and fear for his friend, Patroclus goes with him, little knowing that the years that follow will test everything they hold dear.

Librarian note: An older cover for this edition can be found here: 12-Apr-2012.",2021-12-18
5686190,9780552176453,English Books,Fantasy (Not Series),0,,,416,1,3.5,,,,,Good Omens,,en,"Fairy Tales,Humorous,Fairy Tales, Folk Tales, Legends & Mythology","Terry Pratchett,Neil Gaiman",,,,,,Corgi,416,2019-06-04,paperback,,,,,,"“Armageddon only happens once, you know. They don’t let you go around again until you get it right.” According to the Nice and Accurate Prophecies of Agnes Nutter, Witch – the world’s only totally reliable guide to the future, written in 1655, before she exploded – the world will end on a Saturday. Next Saturday, in fact. Just after tea…

 People have been predicting the end of the world almost from its very beginning, so it’s only natural to be sceptical when a new date is set for Judgement Day. This time though, the armies of Good and Evil really do appear to be massing. The four Bikers of the Apocalypse are hitting the road. But both the angels and demons – well, one fast-living demon and a somewhat fussy angel – would quite like the Rapture not to happen.
And someone seems to have misplaced the Antichrist…",2021-12-18
3565176,9781848683785,English Books,Biography/ Non-Fiction,0,,,320,1,1,,,,,Robin Hood: The English Outlaw Unmasked,,en,"Biography: Historical, Political & Military,British & Irish History,Early History: C 500 To C 1450/1500",David Baldwin,,,,,,Amberley Publishing,320,2010-03-15,hardcover,,,,,,"The identity of Robin Hood is one of the great hystorical mysteries of English history - until now. Everyone has heard of Robin Hood, the brilliant archer who 'robbed the rich to give to the poor' and who always triumphed over the forces of evil, but the man behind the legend is as mysterious as King Arthur. There were outlaws who lived in the royal forests preying on unwary travelers, and Robin Hoods whose names are recorded in historical documents: but no one has been able to prove that one of these real Robins was the individual whose exploits were commemorated in ballad and song. David Baldwin sets out to find the real Robin Hood, looking for clues in the earliest ballads and in official and legal documents of the thirteenth and fourteenth centuries.",2021-12-18
48399,9781501161933,English Books,Contemporary,0,,,385,1,4,,,,,The Seven Husbands of Evelyn Hugo,The Seven Husbands Of Evelyn Hugo: A Novel,en,"Contemporary Fiction,Adult & Contemporary Romance,Science Fiction",Taylor Jenkins Reid,,,,,,Washington Square Press,385,2018-05-29,paperback,,,,,,"Reclusive Hollywood icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant to write her story, no one is more astounded than Monique herself. 

Determined to use this opportunity to jumpstart her career, Monique listens in fascination. From making her way to Los Angeles in the 1950s to her decision to leave show business in the ‘80s - and, of course, the seven husbands along the way - Evelyn unspools a tale of ruthless ambition, unexpected friendship, and a great forbidden love. But as Evelyn’s story near its conclusion, it becomes clear that her life intersects with Monique’s own in tragic and irreversible ways.

Written with Reid's signature talent for creating ""complex, likeable characters"" (Real Simple), this is a mesmerizing journey through the splendour of Old Hollywood into the sobering realities of the present day as two women struggle with what it means - and what it costs - to face the truth.",2021-12-18
23544,9781444707861,English Books,Horror Books,0,,,1376,1,2.5,,,,,It,,en,"Contemporary Fiction,Horror",Stephen King,,,,,,Hodder & Stoughton,1376,2011-05-12,paperback,,,,,,"A newer, smaller edition of this ISBN can be found here. 

It was the children who saw - and feel - what made the small town of Derry so horribly different. In the storm drains, in the sewers, IT lurks, taking on the shape of every nightmare, each one's deepest dread.

Time passes and the children grow up, move away and forget. Until they are called back, once more to confront IT as it sirs and coils in the sullen depths of their memories, reaching up again to make their past nightmares a terrible present reality.",2021-12-18
97159,9780099570295,English Books,Fantasy (Not Series),0,,,502,1,3.5,,,,,The Night Circus,,en,"Contemporary Fiction,Fantasy",Erin Morgenstern,,,,,,Vintage,502,2012-05-24,paperback,,,,,,"The circus arrives without warning. No announcements precede it. It is simply there, when yesterday it was not.

The black sign, painted in white letters that hangs upon the gates, reads:

Opens at Nightfalll
Closes at Dawn

As the sun disappears beyond the horizon, all over the tents small lights begin to flicker, as though the entirety of the circus is covered in particularly bright fireflies. When the tents are all aglow, sparkling against the night sky, the sign appears.

Le Cirque des Rêves

The Circus of Dreams.

Now the circus is open.

Now you may enter.",2021-12-18
9532848,9780804172707,English Books,Contemporary,0,,,832,1,3.5,,,,,A Little Life,,en,"Literary,Coming Of Age,Sagas",Hanya Yanagihara,,,,,,Anchor,832,2016-01-26,paperback,,,,,,"WINNER OF THE KIRKUS PRIZE
A MAN BOOKER PRIZE FINALIST
A NATIONAL BOOK AWARD FINALIST

A Little Life follows four college classmates—broke, adrift, and buoyed only by their friendship and ambition—as they move to New York in search of fame and fortune. While their relationships, which are tinged by addiction, success, and pride, deepen over the decades, the men are held together by their devotion to the brilliant, enigmatic Jude, a man scarred by an unspeakable childhood trauma. A hymn to brotherly bonds and a masterful depiction of love in the twenty-first century, Hanya Yanagihara’s stunning novel is about the families we are born into, and those that we make for ourselves.",2021-12-18
509667,9780735220188,English Books,"Fantasy (Not Series), ✌🐝 🟥",0,,,0,0,,,,,,"Black Leopard, Red Wolf",,en,"Historical,Epic Fantasy,Epic",Marlon James,,,,,,Riverhead Books,640,2020-02-04,paperback,,,,,,"Winner of the L.A. Times Ray Bradbury Prize

Finalist for the 2019 National Book Award

The New York Times Bestseller 

Named a Best Book of 2019 by The Wall Street Journal, TIME, NPR, GQ, Vogue, and The Washington Post

""A fantasy world as well-realized as anything Tolkien made."" --Neil Gaiman 

""Gripping, action-packed....The literary equivalent of a Marvel Comics universe."" --Michiko Kakutani, The New York Times 

The epic novel, an African Game of Thrones, from the Man Booker Prize-winning author of A Brief History of Seven Killings 

In the stunning first novel in Marlon James's Dark Star trilogy, myth, fantasy, and history come together to explore what happens when a mercenary is hired to find a missing child.

Tracker is known far and wide for his skills as a hunter: ""He has a nose,"" people say. Engaged to track down a mysterious boy who disappeared three years earlier, Tracker breaks his own rule of always working alone when he finds himself part of a group that comes together to search for the boy. The band is a hodgepodge, full of unusual characters with secrets of their own, including a shape-shifting man-animal known as Leopard. 

As Tracker follows the boy's scent--from one ancient city to another; into dense forests and across deep rivers--he and the band are set upon by creatures intent on destroying them. As he struggles to survive, Tracker starts to wonder: Who, really, is this boy? Why has he been missing for so long? Why do so many people want to keep Tr...",2021-12-18
6426,9780099282877,English Books,Contemporary,0,,,4,0,,,,,,"The Talented Mr. Ripley (Ripley, #1)",,en,"Contemporary Fiction,Crime,Thrillers",Patricia Highsmith,,,,,,Vintage Books,258,1999-01-01,paperback,,,,,,"Since his debut in 1955, Tom Ripley has evolved into the ultimate bad boy sociopath, influencing countless novelists and filmmakers. In this first novel, we are introduced to suave, handsome Tom Ripley: a young striver, newly arrived in the heady world of Manhattan in the 1950s. A product of a broken home, branded a ""sissy"" by his dismissive Aunt Dottie, Ripley becomes enamored of the moneyed world of his new friend, Dickie Greenleaf. This fondness turns obsessive when Ripley is sent to Italy to bring back his libertine pal but grows enraged by Dickie's ambivalent feelings for Marge, a charming American dilettante. A dark reworking of Henry James's The Ambassadors, The Talented Mr. Ripley—is up to his tricks in a 90s film and also Rene Clement's 60s film, ""Purple Noon.""",2021-12-18
